orgunitlevel1,orgunitlevel2,orgunitlevel3,orgunitlevel4,orgunitlevel5,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,A. Pre-primary and Primary School Census Form - Actual reports,A. Pre-primary and Primary School Census Form - Expected reports,datasetuid,datasets_name,A. Junior Secondary School Census Form - Actual reports,A. Junior Secondary School Census Form - Expected reports,A. Adult and Non Formal Education (IQS/IQTE) Census Form - Actual reports,A. Adult and Non Formal Education (IQS/IQTE) Census Form - Expected reports,A. Private School Census Form - Actual reports,A. Private School Census Form - Expected reports,A. Science and Technical Colleges/ Vocational Education Census Form - Actual reports,A. Science and Technical Colleges/ Vocational Education Census Form - Expected reports,A. Senior Secondary School Census Form - Actual reports,A. Senior Secondary School Census Form - Expected reports
fg Nigeria,kd Kaduna State,kd Igabi Local Government Area,kd Gwaraji Ward,PRY Lgea Pambawa Primary School (1904124120),iVSGHNDD1Ph,PRY Lgea Pambawa Primary School (1904124120),1904124120,,1.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Zaria Local Government Area,kd Dutsen Abba Ward,PRY Lgea Pammadina Primary School Zaria (1923073120),p2zXF4YjTJo,PRY Lgea Pammadina Primary School Zaria (1923073120),1923073120,,1.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Soba Local Government Area,kd Soba Ward,PRY Lgea Pampo Primary School (1921085120),D6eLC5rb5ri,PRY Lgea Pampo Primary School (1921085120),1921085120,,1.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Kagarko Local Government Area,kd Jere South Ward,PRY Lgea Pana Primary School (1911138120),xRWgxcIlLI7,PRY Lgea Pana Primary School (1911138120),1911138120,,1.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Zaria Local Government Area,kd Dambo Ward,PRY Lgea Pangannu Primary School (1923074120),SmTtpumxpO2,PRY Lgea Pangannu Primary School (1923074120),1923074120,,1.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Igabi Local Government Area,kd Zangon Aya Ward,PRY Lgea Pangurza Primaray School (1904228120),YjWmlFOJbTT,PRY Lgea Pangurza Primaray School (1904228120),1904228120,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Kajuru Local Government Area,kd Rimau Ward,PRY Lgea Panja (1914104120),M8fdOsv6W3l,PRY Lgea Panja (1914104120),1914104120,,1.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Kagarko Local Government Area,kd Kushe Ward,PRY Lgea Pankore Primary School (1911139120),DKsHcENwb6N,PRY Lgea Pankore Primary School (1911139120),1911139120,,1.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Igabi Local Government Area,kd Fanshanu Ward,PRY Lgea Panshanu Primary School (1904125120),CQtD4RPRaAj,PRY Lgea Panshanu Primary School (1904125120),1904125120,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Giwa Local Government Area,kd Wazata Ward,PRY Lgea Pantan Karau-Karau (1903100120),mHNfnzGcoMD,PRY Lgea Pantan Karau-Karau (1903100120),1903100120,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Giwa Local Government Area,kd Wazata Ward,PRY Lgea Pantan Rafin Yashi (1903101120),SY0c9ZTHRZN,PRY Lgea Pantan Rafin Yashi (1903101120),1903101120,,1.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Sanga Local Government Area,kd Wasa Ward,PRY Lgea Pantinya (1920080120),c6h5qCbxKA2,PRY Lgea Pantinya (1920080120),1920080120,,1.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Kachia Local Government Area,kd Gumel Ward,PRY Lgea Panzaki Primary School (1908144120),pAYXfIatuuN,PRY Lgea Panzaki Primary School (1908144120),1908144120,,1.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Igabi Local Government Area,kd Zangon Aya Ward,PRY Lgea Parda Primary School (1904127120),tOiriIVgESt,PRY Lgea Parda Primary School (1904127120),1904127120,,1.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Jema'a Local Government Area,kd Atuku Ward,PRY Lgea Pasakori Primary School (1907091120),wuGl8LUinwa,PRY Lgea Pasakori Primary School (1907091120),1907091120,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Kagarko Local Government Area,kd Iddah Ward,PRY Lgea Pashini Iddah Primary School (1911140120),Wt2vnPBCEBR,PRY Lgea Pashini Iddah Primary School (1911140120),1911140120,,1.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Lere Local Government Area,kd Lazaru/Tuddai Ward,PRY Lgea Pindau Kawan (1917161120),jXvKeX9ASsa,PRY Lgea Pindau Kawan (1917161120),1917161120,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Kachia Local Government Area,kd Bishini Ward,PRY Lgea Pini Primary School (1908145120),YSC0MSRWCPv,PRY Lgea Pini Primary School (1908145120),1908145120,,1.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Kagarko Local Government Area,kd Iddah Ward,PRY Lgea Pmape Primary School (1911141120),Wxiuyvz0bxK,PRY Lgea Pmape Primary School (1911141120),1911141120,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Kaduna South Local Government Area,kd Sabon Gari North Ward,PRY Lgea Polytechinic Road Primary School (1910039120),bTcAC5e1UGC,PRY Lgea Polytechinic Road Primary School (1910039120),1910039120,,1.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Birnin Gwari Local Government Area,kd Magajin Gari 2 Ward,PRY Lgea Pri Sch Adabo (1901018120),XCJF9rEn4Sr,PRY Lgea Pri Sch Adabo (1901018120),1901018120,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Igabi Local Government Area,kd Kerawa Ward,PRY Lgea Pri Sch Bina (1904403121),y9SP3G4zeAs,PRY Lgea Pri Sch Bina (1904403121),1904403121,,1.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Birnin Gwari Local Government Area,kd Magajin Gari 2 Ward,PRY Lgea Pri Sch Bugai (1901020120),zd8Phan5B3u,PRY Lgea Pri Sch Bugai (1901020120),1901020120,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Birnin Gwari Local Government Area,kd Kuyello Ward,PRY Lgea Pri Sch Dunya (1901029120),CSqrgZoZFpi,PRY Lgea Pri Sch Dunya (1901029120),1901029120,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Birnin Gwari Local Government Area,kd Gayam Ward,PRY Lgea Pri Sch Gazaye (1901102120),UvtpuLenLgG,PRY Lgea Pri Sch Gazaye (1901102120),1901102120,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Birnin Gwari Local Government Area,kd Magajin Gari 3 Ward,PRY Lgea Pri Sch Gwaska (1901248120),PWbcF2KW3ft,PRY Lgea Pri Sch Gwaska (1901248120),1901248120,,1.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Birnin Gwari Local Government Area,kd Magajin Gari 3 Ward,PRY Lgea Pri Sch Gwauron Dutse (1901207121),W2og7C0OcMU,PRY Lgea Pri Sch Gwauron Dutse (1901207121),1901207121,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Birnin Gwari Local Government Area,kd Dogon Dawa Ward,PRY Lgea Pri Sch Ingade (1901037120),FAHkuZJlIvD,PRY Lgea Pri Sch Ingade (1901037120),1901037120,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Birnin Gwari Local Government Area,kd Gayam Ward,PRY Lgea Pri Sch Kaguru (1901040120),GoeIPIlsbkc,PRY Lgea Pri Sch Kaguru (1901040120),1901040120,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Birnin Gwari Local Government Area,kd Gayam Ward,PRY Lgea Pri Sch Kamfanin Doka (1901042120),OS2HFspphW0,PRY Lgea Pri Sch Kamfanin Doka (1901042120),1901042120,,1.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Birnin Gwari Local Government Area,kd Gayam Ward,PRY Lgea Pri Sch Kirazo (1901218121),sZTNglmWYB2,PRY Lgea Pri Sch Kirazo (1901218121),1901218121,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Birnin Gwari Local Government Area,kd Gayam Ward,PRY Lgea Pri Sch Kiryoyi (1901048120),Nh8qHmPH484,PRY Lgea Pri Sch Kiryoyi (1901048120),1901048120,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Birnin Gwari Local Government Area,kd Gayam Ward,PRY Lgea Pri Sch Kungin Gayam (1901053120),CasiNTRTrrC,PRY Lgea Pri Sch Kungin Gayam (1901053120),1901053120,,1.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Birnin Gwari Local Government Area,kd Kakangi Ward (Birnin Gwari),PRY Lgea Pri Sch Kurgi (1901055120),hiybubou85u,PRY Lgea Pri Sch Kurgi (1901055120),1901055120,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Birnin Gwari Local Government Area,kd Kutemeshi Ward,PRY Lgea Pri Sch Kutemeshi (1901056120),lQek9tNoZsv,PRY Lgea Pri Sch Kutemeshi (1901056120),1901056120,,1.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Birnin Gwari Local Government Area,kd Magajin Gari 3 Ward,PRY Lgea Pri Sch Kwaga I (1901081120),PNaefAbiwP1,PRY Lgea Pri Sch Kwaga I (1901081120),1901081120,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Birnin Gwari Local Government Area,kd Kuyello Ward,PRY Lgea Pri Sch Labi (1901060120),MihfwtERBE3,PRY Lgea Pri Sch Labi (1901060120),1901060120,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Birnin Gwari Local Government Area,kd Tabanni Ward,PRY Lgea Pri Sch Layin Lasan (1901062120),nhcNUUkJ96e,PRY Lgea Pri Sch Layin Lasan (1901062120),1901062120,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Birnin Gwari Local Government Area,kd Gayam Ward,PRY Lgea Pri Sch Layin Maigwari (1901260120),RL3HPeVFgAX,PRY Lgea Pri Sch Layin Maigwari (1901260120),1901260120,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Birnin Gwari Local Government Area,kd Magajin Gari 2 Ward,PRY Lgea Pri Sch Maganda I (1901065120),GFXc6tw2qOs,PRY Lgea Pri Sch Maganda I (1901065120),1901065120,,1.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Birnin Gwari Local Government Area,kd Tabanni Ward,PRY Lgea Pri Sch Maman Yarwa I (1901250120),h0Ykt8HIGTr,PRY Lgea Pri Sch Maman Yarwa I (1901250120),1901250120,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Birnin Gwari Local Government Area,kd Magajin Gari 3 Ward,PRY Lgea Pri Sch Mando (1901069120),hWVih9QRkHb,PRY Lgea Pri Sch Mando (1901069120),1901069120,,1.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Birnin Gwari Local Government Area,kd Randagi Ward,PRY Lgea Pri Sch New Tabanni (1901074120),cizhe1c36pK,PRY Lgea Pri Sch New Tabanni (1901074120),1901074120,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Birnin Gwari Local Government Area,kd Magajin Gari 3 Ward,PRY Lgea Pri Sch Old Kutemeshi (1901167120),I2PqLNGHT6i,PRY Lgea Pri Sch Old Kutemeshi (1901167120),1901167120,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Birnin Gwari Local Government Area,kd Kutemeshi Ward,PRY Lgea Pri Sch Old Saulawa (1901077120),qGWb2ASQHYo,PRY Lgea Pri Sch Old Saulawa (1901077120),1901077120,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Birnin Gwari Local Government Area,kd Tabanni Ward,PRY Lgea Pri Sch Old Tabanni (1901078120),MZyt8rTRSsp,PRY Lgea Pri Sch Old Tabanni (1901078120),1901078120,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Birnin Gwari Local Government Area,kd Magajin Gari 3 Ward,PRY Lgea Pri Sch Palwaya (1901079120),w59yUgllYCD,PRY Lgea Pri Sch Palwaya (1901079120),1901079120,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Igabi Local Government Area,kd Fanshanu Ward,PRY Lgea Pri Sch Panturawa (1904448121),VpSixpfrxen,PRY Lgea Pri Sch Panturawa (1904448121),1904448121,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Birnin Gwari Local Government Area,kd Gayam Ward,PRY Lgea Pri Sch Pilot Dogon Dawa (1901126120),wXFBD9ygV3d,PRY Lgea Pri Sch Pilot Dogon Dawa (1901126120),1901126120,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Birnin Gwari Local Government Area,kd Dogon Dawa Ward,PRY Lgea Pri Sch Rafin Gora (1901082120),KL4Uvdtfl7C,PRY Lgea Pri Sch Rafin Gora (1901082120),1901082120,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Birnin Gwari Local Government Area,kd Dogon Dawa Ward,PRY Lgea Pri Sch Rumana (1901213121),N1WFg2YnCKB,PRY Lgea Pri Sch Rumana (1901213121),1901213121,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Birnin Gwari Local Government Area,kd Dogon Dawa Ward,PRY Lgea Pri Sch Ruwan Sarki (1901084120),JgV4LfIMwvJ,PRY Lgea Pri Sch Ruwan Sarki (1901084120),1901084120,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Birnin Gwari Local Government Area,kd Gayam Ward,PRY Lgea Pri Sch Sabon Garin Muya (1901085120),MS47hoslExW,PRY Lgea Pri Sch Sabon Garin Muya (1901085120),1901085120,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Birnin Gwari Local Government Area,kd Kakangi Ward (Birnin Gwari),PRY Lgea Pri Sch Tudun Jega (1901095120),DLc5gAHhWHD,PRY Lgea Pri Sch Tudun Jega (1901095120),1901095120,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Birnin Gwari Local Government Area,kd Magajin Gari 2 Ward,PRY Lgea Pri Sch Unguwan Gajere (1901113120),QsINXbJNNik,PRY Lgea Pri Sch Unguwan Gajere (1901113120),1901113120,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Birnin Gwari Local Government Area,kd Kuyello Ward,PRY Lgea Pri Sch Unguwan Kanawa (1901114120),V2QyaKM5bfF,PRY Lgea Pri Sch Unguwan Kanawa (1901114120),1901114120,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Birnin Gwari Local Government Area,kd Magajin Gari 3 Ward,PRY Lgea Pri Sch Unguwan Nabango (1901248121),p3g0Ipj4uLv,PRY Lgea Pri Sch Unguwan Nabango (1901248121),1901248121,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Jema'a Local Government Area,kd Kagoma Ward,PRY Lgea Primary Bisat (1907051120),dUOwQkmy9G6,PRY Lgea Primary Bisat (1907051120),1907051120,,1.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Ikara Local Government Area,kd Ikara Ward,PRY Lgea Primary School A/S Zaki (1905085120),xAcKibnFxWP,PRY Lgea Primary School A/S Zaki (1905085120),1905085120,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Zangon Kataf Local Government Area,kd Ungwar Rimi Ward,PRY Lgea Primary School Afana (1922112120),BU3V1GUiVDl,PRY Lgea Primary School Afana (1922112120),1922112120,,1.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Lere Local Government Area,kd Garu/Mariri Ward,PRY Lgea Primary School Aganjuwa (1917039120),irjG2W7CM9i,PRY Lgea Primary School Aganjuwa (1917039120),1917039120,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Kachia Local Government Area,kd Kateri Ward,PRY Lgea Primary School Agwangwara (1908192120),fVpS4jaHMHg,PRY Lgea Primary School Agwangwara (1908192120),1908192120,,1.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Ikara Local Government Area,kd Kurmin Kogi Ward,PRY Lgea Primary School Alitu (1905137120),JWIzYoY1Vfv,PRY Lgea Primary School Alitu (1905137120),1905137120,,1.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Ikara Local Government Area,kd Auchan Ward,PRY Lgea Primary School Allah Gaba (1905018120),QAoJZwT3Ah2,PRY Lgea Primary School Allah Gaba (1905018120),1905018120,,1.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Igabi Local Government Area,kd Turunku Ward,PRY Lgea Primary School Amana (1904031120),SfW6dYxrOeH,PRY Lgea Primary School Amana (1904031120),1904031120,,1.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Ikara Local Government Area,kd Kurmin Kogi Ward,PRY Lgea Primary School Ang Badamasi (1905239121),o2l99Lyyb76,PRY Lgea Primary School Ang Badamasi (1905239121),1905239121,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Ikara Local Government Area,kd Kurmin Kogi Ward,PRY Lgea Primary School Ang Gabas (1905043123),qtEg6KkIPLB,PRY Lgea Primary School Ang Gabas (1905043123),1905043123,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Ikara Local Government Area,kd Auchan Ward,PRY Lgea Primary School Ang Halliru (1905079120),LHRo2wuoPkf,PRY Lgea Primary School Ang Halliru (1905079120),1905079120,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Ikara Local Government Area,kd Kuya Ward,PRY Lgea Primary School Ang Mukaddas (1905019120),uUqDQD924O0,PRY Lgea Primary School Ang Mukaddas (1905019120),1905019120,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Ikara Local Government Area,kd Rumi Ward,PRY Lgea Primary School Ang Murtala I (1905158121),zb4gYVdepNj,PRY Lgea Primary School Ang Murtala I (1905158121),1905158121,,1.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Ikara Local Government Area,kd Ikara Ward,PRY Lgea Primary School Ang Nuhu (1905100120),nJIsxPAxrx3,PRY Lgea Primary School Ang Nuhu (1905100120),1905100120,,1.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Ikara Local Government Area,kd Kurmin Kogi Ward,PRY Lgea Primary School Ang Zangi (1905090120),M0pTVpFspEf,PRY Lgea Primary School Ang Zangi (1905090120),1905090120,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Ikara Local Government Area,kd Ikara Ward,PRY Lgea Primary School Ang. Damina (1905076120),K4fuzDvWUU3,PRY Lgea Primary School Ang. Damina (1905076120),1905076120,,1.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Sabon Gari Local Government Area,kd Dogarawa Ward,PRY Lgea Primary School Anguwan Barashi (1919080120),tAnmN2QTL3u,PRY Lgea Primary School Anguwan Barashi (1919080120),1919080120,,1.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Giwa Local Government Area,kd Galadimawa Ward,PRY Lgea Primary School Anguwan Galadima A (1903139120),VHwBnJER1LM,PRY Lgea Primary School Anguwan Galadima A (1903139120),1903139120,,1.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Igabi Local Government Area,kd Turunku Ward,PRY Lgea Primary School Anguwan Kurma (1904037120),ACtkjBWD8Py,PRY Lgea Primary School Anguwan Kurma (1904037120),1904037120,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Kudan Local Government Area,kd Kauran Wali South Ward,PRY Lgea Primary School Anguwan Tata (1916034120),T43xjStw6Z3,PRY Lgea Primary School Anguwan Tata (1916034120),1916034120,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Zangon Kataf Local Government Area,kd Ungwar Rimi Ward,PRY Lgea Primary School Ankpang (1922058120),MeVC2akWZHC,PRY Lgea Primary School Ankpang (1922058120),1922058120,,1.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Jema'a Local Government Area,kd Godo Godo Ward,PRY Lgea Primary School Arak (Iii) (1907221151),Sy9OjOQTMJh,PRY Lgea Primary School Arak (Iii) (1907221151),1907221151,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Jema'a Local Government Area,kd Atuku Ward,PRY Lgea Primary School Atuku Gada (1907046120),ecDAW9F7S2P,PRY Lgea Primary School Atuku Gada (1907046120),1907046120,,1.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Kaura Local Government Area,kd Bondong Ward,PRY Lgea Primary School Azante (KD12300270),kNPSRk9m2uK,PRY Lgea Primary School Azante (KD12300270),KD12300270,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Ikara Local Government Area,kd Kuya Ward,PRY Lgea Primary School Babbar Saura (1905086120),gAXmcy421eQ,PRY Lgea Primary School Babbar Saura (1905086120),1905086120,,1.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Kauru Local Government Area,kd Badurum Ward,PRY Lgea Primary School Badurum Kasa (1913034120),dcRC85uaVSb,PRY Lgea Primary School Badurum Kasa (1913034120),1913034120,,1.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
